"DATE" "DOW_Open" "DOW_High" "DOW_Low" "DOW_Close" "DOW_Adj.Close" "DOW_Volume" "NETEXP" "unemployment" "oil" "gold" "cpi" "federal_funds_rate" "gdp" "consumer_confidence"
"176" "1995-07-01" 1505.26001 1594.810059 1499.369995 1574.890015 1574.890015 7303270000 -74.444 5.7 17.3 387.618181818182 152.6 6.11 10665.06 "94.4"
"177" "1995-08-01" 1574.439941 1588.540039 1535.890015 1558.119995 1558.119995 7136300000 NA 5.7 18.03 386.138095238095 152.9 5.55 NA "96.2"
"178" "1995-09-01" 1558.569946 1638.719971 1304.219971 1616.76001 1616.76001 7051850000 NA 5.6 18.23 383.502272727273 153.1 5.72 NA "88.9"
"179" "1995-10-01" 1617.469971 1631.160034 1563.069946 1605.900024 1605.900024 8037100000 -69.78 5.5 17.44 382.930952380952 153.5 6.2 10737.478 "90.2"
"180" "1995-11-01" 1604.030029 1723.73999 1589.880005 1701.969971 1701.969971 7570500000 NA 5.6 17.99 383.202272727273 153.7 5.76 NA "88.2"
"181" "1995-12-01" 1700.680054 1748.949951 1661.5 1693.209961 1693.209961 7226270000 NA 5.6 19.04 385.209090909091 153.9 5.56 NA "91.0"
"182" "1996-01-01" 1689.449951 1749.890015 1642.430054 1739.77002 1739.77002 9188050000 -88.795 5.6 18.88 387.444736842105 154.7 4.73 10817.896 "89.3"
"183" "1996-02-01" 1737.98999 1845.910034 1720.540039 1774.23999 1774.23999 8763020000 NA 5.5 19.07 398.695454545455 155 5.27 NA "88.5"
"184" "1996-03-01" 1786.560059 1871.199951 1742.880005 1814.140015 1814.140015 8984200000 NA 5.5 21.36 404.919047619048 155.5 5.81 NA "93.7"
"185" "1996-04-01" 1820.050049 1864.76001 1751.910034 1822.959961 1822.959961 8876670000 -93.709 5.6 23.57 396.511904761905 156.1 5.53 10998.322 "92.7"
"186" "1996-05-01" 1819.319946 1907.390015 1747.060059 1842.349976 1842.349976 8921140000 NA 5.6 21.25 392.87 156.4 5.41 NA "89.4"
"187" "1996-06-01" 1837.130005 1879.290039 1816.930054 1843.550049 1843.550049 7928700000 NA 5.3 20.45 391.990476190476 156.7 5.31 NA "92.4"
"188" "1996-07-01" 1847.369995 1878.160034 1676.209961 1761.160034 1761.160034 8215250000 -114.18 5.5 21.32 385.245 157 7.8 11096.976 "94.7"
"189" "1996-08-01" 1761.369995 1839.400024 1752.109985 1796.280029 1796.280029 7380330000 NA 5.1 21.96 383.45652173913 157.2 6.29 NA "95.3"
"190" "1996-09-01" 1782.359985 1879.609985 1769.569946 1858.130005 1858.130005 8069760000 NA 5.2 23.99 387.509523809524 157.7 5.28 NA "94.7"
"191" "1996-10-01" 1857.839966 1936.469971 1844.140015 1909.689941 1909.689941 9709340000 -88.822 5.2 24.9 383.290476190476 158.2 5.53 11212.205 "96.5"
"192" "1996-11-01" 1912.650024 2078.550049 1894.130005 2051.830078 2051.830078 8907810000 NA 5.4 23.71 380.908695652174 158.7 5.19 NA "99.2"
"193" "1996-12-01" 2047.77002 2076.070068 1958.079956 2025.829956 2025.829956 9089170000 NA 5.4 25.39 377.869047619048 159.1 5.44 NA "96.9"
"194" "1997-01-01" 2026.869995 2168.300049 1984.650024 2112.330078 2112.330078 11633910000 -108.839 5.3 25.17 369.3375 159.4 6.26 11284.587 "97.4"
"195" "1997-02-01" 2112.330078 2182.709961 2074.919922 2117.51001 2117.51001 9718460000 NA 5.2 22.21 355.025 159.7 5.37 NA "99.7"
"196" "1997-03-01" 2111.070068 2211.800049 2046.530029 2061.439941 2061.439941 10030610000 NA 5.2 20.99 346.4 159.8 5.5 NA "100.0"
"197" "1997-04-01" 2055.449951 2213.659912 2002.829956 2191.370117 2191.370117 10461640000 -85.201 5.1 19.72 352.310526315789 159.9 6.18 11472.137 "101.4"
"198" "1997-05-01" 2181.590088 2302.77002 2153.01001 2284.139893 2284.139893 10106660000 NA 4.9 20.83 344.706818181818 159.9 5.73 NA "103.2"
"199" "1997-06-01" 2288.810059 2412.22998 2250.26001 2360.26001 2360.26001 10857950000 NA 5 19.17 344.1 160.2 5.58 NA "104.5"
"200" "1997-07-01" 2368.889893 2565.469971 2347.75 2538.860107 2538.860107 11958120000 -96.831 4.9 19.63 340.804761904762 160.4 6.24 11615.636 "107.1"
"201" "1997-08-01" 2534.25 2571.649902 2374.040039 2397.25 2397.25 10606100000 NA 4.8 19.93 323.780434782609 160.8 5.65 NA "104.4"
"202" "1997-09-01" 2406.899902 2583.469971 2402.379883 2539.530029 2539.530029 1.1383e+10 NA 4.9 19.79 323.9975 161.2 5.52 NA "106.0"
"203" "1997-10-01" 2552.360107 2640.189941 2287.459961 2446.679932 2446.679932 14017260000 -117.014 4.7 21.26 322.615909090909 161.5 5.65 11715.393 "105.6"
"204" "1997-11-01" 2471.060059 2577.169922 2400.98999 2555.600098 2555.600098 10173620000 NA 4.6 20.17 324.854347826087 161.7 5.56 NA "107.2"
"205" "1997-12-01" 2568.459961 2669.310059 2478.340088 2607.370117 2607.370117 11958880000 NA 4.7 18.32 306.345 161.8 5.92 NA "102.1"
"206" "1998-01-01" 2610.76001 2654.350098 2464.429932 2604.800049 2604.800049 12733830000 -135.215 4.6 16.71 288.77619047619 162 5.84 11832.486 "106.6"
"207" "1998-02-01" 2638.969971 2792.649902 2620.449951 2746.25 2746.25 11656550000 NA 4.6 16.06 289.264285714286 162 5.48 NA "110.4"
"208" "1998-03-01" 2746.659912 2913.169922 2711.639893 2863.840088 2863.840088 13719590000 NA 4.7 15.02 297.7425 162 5.57 NA "106.5"
"209" "1998-04-01" 2866.189941 2988.860107 2804.51001 2892.27002 2892.27002 13656060000 -162.331 4.3 15.44 295.870454545455 162.2 5.72 11942.032 "108.7"
"210" "1998-05-01" 2901.360107 2950.98999 2764.5 2824.590088 2824.590088 11477140000 NA 4.4 14.86 308.5575 162.6 5.46 NA "106.5"
"211" "1998-06-01" 2822.51001 2924.830078 2753.919922 2877.810059 2877.810059 13551970000 NA 4.5 13.66 298.971052631579 162.8 5.79 NA "105.6"
"212" "1998-07-01" 2893.48999 2994.22998 2762.149902 2786.060059 2786.060059 14194800000 -174.634 4.5 14.08 292.222727272727 163.2 6.35 12091.614 "105.2"
"213" "1998-08-01" 2783.969971 2811.050049 2413.860107 2432.280029 2432.280029 15071550000 NA 4.5 13.36 292.873913043478 163.4 5.63 NA "104.4"
"214" "1998-09-01" 2435.340088 2637.889893 2359.149902 2510.699951 2510.699951 16714080000 NA 4.6 14.95 284.2275 163.5 5.75 NA "100.9"
"215" "1998-10-01" 2484.610107 2738.840088 2358.689941 2692.280029 2692.280029 18001650000 -178.663 4.5 14.39 288.661363636364 163.9 5.73 12287 "97.4"
"216" "1998-11-01" 2707.75 2924.429932 2683.899902 2821.52002 2821.52002 13451280000 NA 4.4 12.85 296.595454545455 164.1 5.35 NA "102.7"
"217" "1998-12-01" 2803.280029 2914.669922 2680.840088 2870.830078 2870.830078 15181450000 NA 4.4 11.28 294.242857142857 164.4 4.82 NA "100.5"
"218" "1999-01-01" 2874.429932 3039.129883 2798.689941 2899.26001 2899.26001 16213500000 -207.731 4.3 12.47 291.357142857143 164.7 4.07 12403.293 "103.9"
"219" "1999-02-01" 2911.51001 2984.100098 2792.820068 2876.110107 2876.110107 14555860000 NA 4.4 12.01 287.3325 164.7 4.86 NA "108.1"
"220" "1999-03-01" 2875.699951 3106.800049 2832.169922 2981.060059 2981.060059 18002500000 NA 4.2 14.66 287.495 164.8 5.1 NA "105.7"
"221" "1999-04-01" 2992.27002 3347.120117 2955.25 3270.370117 3270.370117 18523200000 -244.668 4.3 17.34 286.24347826087 165.9 5.41 12498.694 "104.6"
"222" "1999-05-01" 3269.47998 3410.149902 3156.409912 3215.100098 3215.100098 15880260000 NA 4.2 17.75 282.62 166 5.03 NA "106.8"
"223" "1999-06-01" 3214.050049 3327.080078 3153.27002 3262.98999 3262.98999 16079170000 NA 4.3 17.89 276.931578947368 166 4.78 NA "107.3"
"224" "1999-07-01" 3262.47998 3361.73999 3166.219971 3187.75 3187.75 15332930000 -275.3 4.3 20.07 261.402272727273 166.7 5.76 12662.385 "106.0"
"225" "1999-08-01" 3187.689941 3351.02002 3110.580078 3168.419922 3168.419922 15818550000 NA 4.2 21.26 256.197727272727 167.1 5.07 NA "104.5"
"226" "1999-09-01" 3167.73999 3260.409912 2918.02002 3013.01001 3013.01001 16438700000 NA 4.2 23.88 256.935714285714 167.8 5.41 NA "107.2"
"227" "1999-10-01" 3012.76001 3177.409912 2901.780029 3130.22998 3130.22998 1.8832e+10 -295.638 4.1 22.64 264.470454545455 168.1 5.26 12877.593 "103.2"
"228" "1999-11-01" 3130.399902 3189.23999 2908.969971 3083.48999 3083.48999 18384820000 NA 4.1 24.97 311.561904761905 168.4 5.38 NA "107.2"
"229" "1999-12-01" 3083.23999 3249.610107 3051.040039 3214.379883 3214.379883 19640690000 NA 4 26.08 293.65 168.8 5.71 NA "105.4"
"230" "2000-01-01" 3215 3320.75 2995.780029 3086.090088 3086.090088 21494400000 -352.106 4 27.18 283.7425 169.3 3.99 12924.179 "112.0"
"231" "2000-02-01" 3085.530029 3160.580078 2754.530029 2853.080078 2853.080078 2.0912e+10 NA 4.1 29.35 284.59 170 5.79 NA "111.3"
"232" "2000-03-01" 2852.689941 3157.060059 2704.98999 3081.149902 3081.149902 26156200000 NA 4 29.89 300.854761904762 171 5.78 NA "107.1"
"233" "2000-04-01" 3069.929932 3295.080078 2912.169922 3107.709961 3107.709961 20106460000 -358.736 3.8 25.74 286.704347826087 170.9 6.17 13160.842 "109.2"
"234" "2000-05-01" 3110.610107 3211.169922 2973.080078 3058.060059 3058.060059 19898300000 NA 4 28.78 279.961111111111 171.2 6.17 NA "110.7"
"235" "2000-06-01" 3059.850098 3185.23999 2923.639893 2990.840088 2990.840088 21738300000 NA 4 31.83 275.292857142857 172.2 6.65 NA "106.4"
"236" "2000-07-01" 2991.280029 3190.159912 2973.310059 3083.810059 3083.810059 19089100000 -387.846 4 29.77 285.368181818182 172.7 6.86 13178.419 "108.3"
"237" "2000-08-01" 3083.899902 3307.399902 3057.139893 3249.830078 3249.830078 20355500000 NA 4.1 31.22 282.152380952381 172.7 6.51 NA "107.3"
"238" "2000-09-01" 3250.600098 3354.689941 3084.820068 3173.959961 3173.959961 20838300000 NA 3.9 33.88 274.522727272727 173.6 6.52 NA "106.8"
"239" "2000-10-01" 3175.389893 3304.840088 2915.419922 3269.100098 3269.100098 25951400000 -401.511 3.9 33.08 273.67619047619 173.9 6.6 13260.506 "105.8"
"240" "2000-11-01" 3268.040039 3325.77002 3105.850098 3165.169922 3165.169922 20532300000 NA 3.9 34.4 270.404545454545 174.2 6.61 NA "107.6"
"241" "2000-12-01" 3165.570068 3381.560059 3102.310059 3317.610107 3317.610107 22205810000 NA 3.9 28.46 265.988636363636 174.6 6.6 NA "98.4"
"242" "2001-01-01" 3318.100098 3398.120117 3087.870117 3295.820068 3295.820068 24223110000 -390.755 4.2 29.58 271.892105263158 175.6 5.41 13222.69 "94.7"
"243" "2001-02-01" 3295 3375.389893 3131.300049 3211.179932 3211.179932 21644400000 NA 4.2 29.61 265.934090909091 176 5.57 NA "90.6"
"244" "2001-03-01" 3210.830078 3336.810059 2788.159912 3059.969971 3059.969971 27806610000 NA 4.3 27.24 262.0175 176.1 5.59 NA "91.5"
"245" "2001-04-01" 3059.689941 3313.280029 2912.830078 3249.050049 3249.050049 23591480000 -358.543 4.4 27.41 263.272727272727 176.4 5.29 13299.984 "88.4"
"246" "2001-05-01" 3248.889893 3419.300049 3191.399902 3302.189941 3302.189941 24525900000 NA 4.3 28.64 260.75 177.3 4.61 NA "92.0"
"247" "2001-06-01" 3302.469971 3351.280029 3031.060059 3142.75 3142.75 24748030000 NA 4.5 27.6 272.057142857143 177.7 4.14 NA "92.6"
"248" "2001-07-01" 3144.040039 3239.139893 3012.23999 3146.050049 3146.050049 23848010000 -365.976 4.6 26.45 270.738095238095 177.4 3.95 13244.784 "92.4"
"249" "2001-08-01" 3146.76001 3204.280029 2974.77002 3009.209961 3009.209961 23359200000 NA 4.9 27.47 267.706818181818 177.4 3.79 NA "91.5"
"250" "2001-09-01" 3008.73999 3085.5 2391.370117 2599.47998 2599.47998 25121190000 NA 5 25.88 272.656818181818 178.1 3.66 NA "81.8"
"251" "2001-10-01" 2599.209961 2788.969971 2533.560059 2625.169922 2625.169922 29951280000 -356.441 5.3 22.21 282.4775 177.6 3.02 13280.859 "82.7"
"252" "2001-11-01" 2626.870117 2872.209961 2594.51001 2807.51001 2807.51001 2.633e+10 NA 5.5 19.67 283.321739130435 177.5 2.61 NA "83.9"
"253" "2001-12-01" 2807.070068 2936.909912 2749.629883 2892.22998 2892.22998 25128570000 NA 5.7 19.33 276.247727272727 177.4 2.06 NA "88.8"
"254" "2002-01-01" 2892.25 3008.530029 2769.600098 2896.379883 2896.379883 29746200000 -372.592 5.7 19.67 275.992105263158 177.7 1.52 13397.002 "93.0"
"255" "2002-02-01" 2896.469971 2974.23999 2754.889893 2918.530029 2918.530029 26047600000 NA 5.7 20.74 281.763636363636 178 1.77 NA "90.7"
"256" "2002-03-01" 2919.360107 3134.320068 2910.899902 3045.919922 3045.919922 26563200000 NA 5.7 24.42 295.6825 178.5 1.78 NA "95.7"
"257" "2002-04-01" 3045.600098 3048.850098 2869.570068 2918.790039 2918.790039 28568900000 -415.681 5.9 26.27 294.3525 179.3 1.88 13478.152 "93.0"
"258" "2002-05-01" 2918.5 3007.139893 2846.060059 2891.060059 2891.060059 26874200000 NA 5.8 27.02 302.861904761905 179.5 1.88 NA "96.9"
"259" "2002-06-01" 2891.050049 2910.290039 2612.300049 2743.76001 2743.76001 28503770000 NA 5.8 25.52 314.479545454545 179.6 1.79 NA "92.4"
"260" "2002-07-01" 2743.090088 2775.929932 2112.48999 2499.669922 2499.669922 42228720000 -432.521 5.8 26.94 321.536111111111 180 1.83 13538.072 "88.1"
"261" "2002-08-01" 2498.600098 2633.77002 2287.22998 2473.129883 2473.129883 29298400000 NA 5.7 28.38 313.567391304348 180.5 1.79 NA "87.6"
"262" "2002-09-01" 2472.419922 2491.570068 2157.899902 2212.139893 2212.139893 27757310000 NA 5.7 29.67 310.045238095238 180.8 1.81 NA "86.1"
"263" "2002-10-01" 2212.219971 2394.050049 1999.089966 2339.340088 2339.340088 37856310000 -480.814 5.7 28.85 318.8 181.2 1.85 13559.032 "80.6"
"264" "2002-11-01" 2339.110107 2485.47998 2284.77002 2457.01001 2457.01001 29170060000 NA 5.9 26.27 316.747826086957 181.5 1.74 NA "84.2"
"265" "2002-12-01" 2457.209961 2507.889893 2335.300049 2374.959961 2374.959961 25993640000 NA 6 29.42 319.254761904762 181.8 1.23 NA "86.7"
"266" "2003-01-01" 2375.090088 2518.5 2229.73999 2278.199951 2278.199951 30769580000 -504.852 5.8 32.94 333.3 182.6 1.16 13634.253 "82.4"
"267" "2003-02-01" 2278.159912 2312.899902 2127.600098 2200.399902 2200.399902 25235300000 NA 5.9 35.87 356.863636363636 183.6 1.33 NA "79.9"
"268" "2003-03-01" 2200.26001 2393.139893 2075.649902 2257.899902 2257.899902 30080030000 NA 5.9 33.55 359.575 183.9 1.33 NA "77.6"
"269" "2003-04-01" 2258.02002 2466.02002 2241.689941 2442.709961 2442.709961 29681610000 -501.536 6 28.25 341.564285714286 183.2 1.29 13751.543 "86.0"
"270" "2003-05-01" 2442.060059 2576.22998 2398.189941 2563.340088 2563.340088 30952100000 NA 6.1 28.14 328.2075 182.9 1.3 NA "92.1"
"271" "2003-06-01" 2563.560059 2680.639893 2551.25 2576.22998 2576.22998 31177100000 NA 6.3 30.72 355.405 183.1 1.28 NA "89.7"
"272" "2003-07-01" 2575.939941 2685.860107 2531.149902 2642.449951 2642.449951 31553200000 -500.763 6.2 30.76 356.911904761905 183.7 1.11 13985.073 "90.9"
"273" "2003-08-01" 2642.26001 2720.070068 2556.659912 2695.100098 2695.100098 24881470000 NA 6.1 31.59 350.765217391304 184.5 1 NA "89.3"
"274" "2003-09-01" 2695.070068 2804.639893 2668.77002 2691.350098 2691.350098 29940110000 NA 6.1 28.29 358.9925 185.1 1.01 NA "87.7"
"275" "2003-10-01" 2691.629883 2872.050049 2689.169922 2843.219971 2843.219971 32298500000 -505.355 6 30.33 378.859090909091 184.9 1.11 14145.645 "89.6"
"276" "2003-11-01" 2843.429932 2894.27002 2761.879883 2837.840088 2837.840088 24463220000 NA 5.8 31.09 379.09347826087 185 1.03 NA "93.7"
"277" "2003-12-01" 2838.149902 3019.909912 2834.52002 3000.75 3000.75 27839130000 NA 5.7 32.15 390.2 185.5 1.03 NA "92.6"
"278" "2004-01-01" 3000.330078 3086.02002 2955.790039 2984.280029 2984.280029 3.282e+10 -548.966 5.7 34.27 407.67380952381 186.3 0.94 14221.147 "103.8"
"279" "2004-02-01" 2984.399902 3058.23999 2937.949951 3016.129883 3016.129883 27985600000 NA 5.6 34.74 414.495238095238 186.7 1.03 NA "94.4"
"280" "2004-03-01" 3016.290039 3052.370117 2866.320068 2984.540039 2984.540039 33597900000 NA 5.8 36.76 404.73 187.1 1.04 NA "95.8"
"281" "2004-04-01" 2985.679932 3053.419922 2929.939941 2945.939941 2945.939941 31611900000 -608.024 5.6 36.69 405.976086956522 187.4 1.03 14329.523 "94.2"
"282" "2004-05-01" 2946.219971 2998.26001 2822.51001 2959.850098 2959.850098 29326400000 NA 5.6 40.28 404.85 188.2 1.03 NA "90.2"
"283" "2004-06-01" 2959.850098 3094.439941 2933.449951 3072.25 3072.25 27529500000 NA 5.6 38.02 383.952631578947 188.9 1.02 NA "95.6"
"284" "2004-07-01" 3072.01001 3085.370117 2927.070068 3006.139893 3006.139893 29285600000 -636.429 5.5 40.69 391.779545454545 189.1 1.4 14464.984 "96.7"
"285" "2004-08-01" 3005.939941 3041.52002 2901.209961 3027.550049 3027.550049 26586800000 NA 5.4 44.94 398.440909090909 189.2 1.29 NA "95.9"
"286" "2004-09-01" 3026.649902 3115.290039 3003.429932 3058.469971 3058.469971 26829870000 NA 5.4 45.95 400.133333333333 189.8 1.53 NA "94.2"
"287" "2004-10-01" 3058.76001 3169.350098 3032.080078 3152.159912 3152.159912 3.1511e+10 -682.881 5.5 53.13 405.402272727273 190.8 1.86 14609.876 "91.7"
"288" "2004-11-01" 3152.360107 3334 3108.669922 3283.73999 3283.73999 30460280000 NA 5.4 48.46 420.209523809524 191.7 1.83 NA "92.8"
"289" "2004-12-01" 3282.530029 3428.629883 3261.610107 3395.820068 3395.820068 31102700000 NA 5.4 43.33 439.059090909091 191.7 2.04 NA "97.1"
"290" "2005-01-01" 3395.939941 3425.560059 3215.26001 3311.179932 3311.179932 31493100000 -674.59 5.3 46.84 442.97380952381 191.6 1.97 14771.602 "95.5"
"291" "2005-02-01" 3311.149902 3452.909912 3299.530029 3408.090088 3408.090088 29297410000 NA 5.4 47.97 424.08 192.4 2.4 NA "94.1"
"292" "2005-03-01" 3408.530029 3519.719971 3312.889893 3373.189941 3373.189941 39014150000 NA 5.2 54.31 423.43 193.1 2.39 NA "92.6"
"293" "2005-04-01" 3373.320068 3412.580078 3178.530029 3270.300049 3270.300049 43424270000 -690.79 5.2 53.04 434.354761904762 193.7 2.83 14839.782 "87.7"
"294" "2005-05-01" 3270.219971 3385.610107 3190.290039 3349.199951 3349.199951 39321990000 NA 5.1 49.83 429.140476190476 193.6 2.97 NA "86.9"
"295" "2005-06-01" 3348.050049 3423.600098 3276.110107 3330.929932 3330.929932 40334040000 NA 5 56.26 422.9025 193.7 3.02 NA "96.0"
"296" "2005-07-01" 3330.77002 3530.899902 3285.959961 3494.189941 3494.189941 37464670000 -732.505 5 58.7 430.302272727273 194.9 3.36 14972.054 "96.5"
"297" "2005-08-01" 3494.320068 3544.459961 3394.659912 3457.209961 3457.209961 42030090000 NA 4.9 64.97 424.745238095238 196.1 3.3 NA "89.1"
"298" "2005-09-01" 3457.179932 3562.22998 3408.75 3538.870117 3538.870117 44777510000 NA 5 65.57 437.772727272727 198.8 3.57 NA "76.9"
"299" "2005-10-01" 3538.98999 3572.709961 3315.070068 3479.179932 3479.179932 49793790000 -786.886 5 62.37 455.936363636364 199.1 3.93 15066.597 "74.2"
"300" "2005-11-01" 3479.050049 3682.129883 3431.629883 3618.02002 3618.02002 45102870000 NA 5 58.3 470.107142857143 198.1 3.99 NA "81.6"
"301" "2005-12-01" 3618.050049 3726.300049 3585.189941 3638.060059 3638.060059 41756130000 NA 4.9 59.43 476.668181818182 198.1 4.03 NA "91.5"
"302" "2006-01-01" 3638.189941 3762 3593.97998 3726.47998 3726.47998 49211650000 -777.158 4.7 65.51 509.4225 199.3 4.09 15267.026 "91.2"
"303" "2006-02-01" 3725.850098 3826.649902 3629.709961 3764.600098 3764.600098 42859940000 NA 4.8 61.63 549.433333333333 199.4 4.47 NA "86.7"
"304" "2006-03-01" 3763.790039 3869.01001 3681.850098 3776.51001 3776.51001 50905040000 NA 4.7 62.9 555.5175 199.7 4.52 NA "88.9"
"305" "2006-04-01" 3777.090088 3915.709961 3739.159912 3860.350098 3860.350098 43308430000 -780.585 4.7 69.69 557.215217391304 200.7 5 15302.705 "87.4"
"306" "2006-05-01" 3860.449951 4044.51001 3734.76001 3846.590088 3846.590088 54312830000 NA 4.6 70.94 611.852777777778 201.3 4.84 NA "79.1"
"307" "2006-06-01" 3846.699951 3970.350098 3675.030029 3931.590088 3931.590088 54873260000 NA 4.6 70.96 676.769047619048 201.8 5.02 NA "84.9"
"308" "2006-07-01" 3931.449951 3979.580078 3728.949951 3822.27002 3822.27002 46348220000 -805.63 4.7 74.41 597.897727272727 202.9 5.05 15326.368 "84.7"
"309" "2006-08-01" 3821.810059 3917.600098 3714.600098 3843.659912 3843.659912 50485620000 NA 4.7 73.05 633.092857142857 203.8 5.27 NA "82.0"
"310" "2006-09-01" 3843.919922 3961.120117 3762.689941 3911.219971 3911.219971 49001440000 NA 4.5 63.87 631.556818181818 202.8 5.25 NA "85.4"
"311" "2006-10-01" 3911.199951 4156.740234 3878.659912 4088.01001 4088.01001 56793620000 -720.325 4.4 58.88 600.15 201.9 5.34 15456.928 "93.6"
"312" "2006-11-01" 4102.720215 4196.549805 4025.73999 4125.490234 4125.490234 55343930000 NA 4.5 59.37 586.647727272727 202 5.23 NA "92.1"
"313" "2006-12-01" 4125.339844 4192.790039 4068.879883 4120.959961 4120.959961 47578780000 NA 4.4 62.03 626.825 203.1 5.27 NA "91.7"
"314" "2007-01-01" 4121.509766 4261.939941 4079.879883 4239.609863 4239.609863 56686200000 -724.314 4.6 54.57 629.513157894737 203.437 5.17 15493.328 "96.9"
"315" "2007-02-01" 4242.600098 4420.540039 4161.490234 4213.740234 4213.740234 51844990000 NA 4.5 59.26 630.352272727273 204.226 5.29 NA "91.3"
"316" "2007-03-01" 4213.459961 4338.220215 4071.689941 4252.529785 4252.529785 67622250000 NA 4.4 60.56 665.1025 205.288 5.31 NA "88.4"
"317" "2007-04-01" 4252.560059 4576.640137 4227.899902 4464.850098 4464.850098 57032470000 -731.908 4.5 63.97 655.890909090909 205.904 5.3 15582.085 "87.1"
"318" "2007-05-01" 4465.299805 4662.47998 4433.549805 4630.75 4630.75 64958050000 NA 4.4 63.46 680.007894736842 206.755 5.26 NA "88.3"
"319" "2007-06-01" 4630.830078 4681.220215 4413.22998 4497.859863 4497.859863 65322800000 NA 4.6 67.48 668.309523809524 207.234 5.23 NA "85.3"
"320" "2007-07-01" 4498.02002 4772.310059 4369.660156 4411.859863 4411.859863 70337430000 -713.796 4.7 74.18 655.714285714286 207.603 5.31 15666.738 "90.4"
"321" "2007-08-01" 4411.310059 4608.009766 4095.330078 4404.169922 4404.169922 91381760000 NA 4.6 72.39 665.265909090909 207.667 5.3 NA "83.4"
"322" "2007-09-01" 4404.209961 4586.649902 4272.700195 4510.859863 4510.859863 57809700000 NA 4.7 79.93 664.529545454545 208.547 4.96 NA "83.4"
"323" "2007-10-01" 4510.740234 4658.649902 4374.089844 4598.629883 4598.629883 76022580000 -703.687 4.7 86.2 710.645 209.19 4.92 15761.967 "80.9"
"324" "2007-11-01" 4597.060059 4597.060059 4212.129883 4436.330078 4436.330078 86246950000 NA 4.7 94.62 754.480434782609 210.834 4.59 NA "76.1"
"325" "2007-12-01" 4436.439941 4638.209961 4344.740234 4394.049805 4394.049805 63556850000 NA 5 91.73 808.311363636364 211.445 4.66 NA "75.5"
"326" "2008-01-01" 4393 4420.720215 3840.040039 4290.680176 4290.680176 98475340000 -756.179 5 92.95 803.618421052632 212.174 3.06 15671.383 "78.4"
"327" "2008-02-01" 4290.720215 4383.339844 4109.310059 4129.040039 4129.040039 78536130000 NA 4.9 95.35 887.784090909091 212.687 3.12 NA "70.8"
"328" "2008-03-01" 4129.060059 4317.220215 3962.439941 4196.939941 4196.939941 93189170000 NA 5.1 105.56 924.283333333333 213.448 3.01 NA "69.5"
"329" "2008-04-01" 4197.560059 4538.839844 4197.560059 4451.220215 4451.220215 85978630000 -758.947 5 112.57 971.055263157895 213.942 2.38 15752.308 "62.6"
"330" "2008-05-01" 4450.410156 4640.709961 4369.129883 4514.439941 4514.439941 80990480000 NA 5.4 125.39 911.6 215.208 2.16 NA "59.8"
"331" "2008-06-01" 4514.330078 4542.029785 4083.219971 4161.959961 4161.959961 96614040000 NA 5.6 133.93 889.125 217.463 1.98 NA "56.4"
"332" "2008-07-01" 4160.919922 4286.529785 3917.310059 4138.049805 4138.049805 124980570000 -771.564 5.8 133.44 889.535714285714 219.016 2.11 15667.032 "61.2"
"333" "2008-08-01" 4137.970215 4294.859863 3991.840088 4162.029785 4162.029785 86266010000 NA 6.1 116.61 941.167391304348 218.69 2.04 NA "63.0"
"334" "2008-09-01" 4163.47998 4272.540039 3649.280029 3829.040039 3829.040039 141134640000 NA 6.1 103.9 840.3875 218.877 1.94 NA "70.3"
"335" "2008-10-01" 3828.47998 3883.97998 2724.600098 3286.47998 3286.47998 161289700000 -605.663 6.5 76.65 824.920454545455 216.995 1.15 15328.027 "57.6"
"336" "2008-11-01" 3286.659912 3452.02002 2607.77002 3108.080078 3108.080078 115660210000 NA 6.8 57.44 812.815217391304 213.153 0.22 NA "55.3"
"337" "2008-12-01" 3108.080078 3185.399902 2811.320068 3086.070068 3086.070068 112884470000 NA 7.3 41.02 757.85 211.398 0.52 NA "60.1"
"338" "2009-01-01" 3085.350098 3246.139893 2732.97998 2798.52002 2798.52002 112090640000 -396.112 7.8 41.74 819.940476190476 211.933 0.14 15155.94 "61.2"
"339" "2009-02-01" 2797.719971 2967.669922 2387.419922 2434.719971 2434.719971 124492210000 NA 8.3 39.16 857.72619047619 212.705 0.23 NA "56.3"
"340" "2009-03-01" 2433.830078 2718.48999 2164.459961 2587.23999 2587.23999 161843640000 NA 8.7 47.98 939.7625 212.495 0.22 NA "57.3"
"341" "2009-04-01" 2586.570068 2888.550049 2532.929932 2814.300049 2814.300049 138855320000 -338.611 9 49.79 925.988636363636 212.709 0.16 15134.117 "65.1"
"342" "2009-05-01" 2814.360107 3012.52002 2756.120117 2898.620117 2898.620117 131614940000 NA 9.4 59.16 892.6625 213.022 0.22 NA "68.7"
"343" "2009-06-01" 2897.899902 3066.689941 2815.330078 2925.47998 2925.47998 112653150000 NA 9.5 69.68 926.855263157895 214.79 0.21 NA "70.8"
"344" "2009-07-01" 2925.570068 3209.070068 2764.639893 3162.449951 3162.449951 106635790000 -405.497 9.5 64.09 947.806818181818 214.726 0.2 15189.222 "66.0"
"345" "2009-08-01" 3162.610107 3338.030029 3127.879883 3248.860107 3248.860107 116825670000 NA 9.6 71.06 934.271739130435 215.445 0.18 NA "65.7"
